target,ids,date,flag,user,text,weekday,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment,sentiment_score
0,2181302315,2009-06-15 11:38:37-07:00,NO_QUERY,clubalektrablue,A pic of us wicked girls yesterday.. ;) missing stormy [http],Monday,0.2469784915447235,0.506368100643158,0.24665340781211853,Neutral,-0.00032508373260498047
0,1564619968,2009-04-20 04:17:51-07:00,NO_QUERY,Purelyfood,trying to get my head round how twitter works! Will have to wait till later - got to go to work way too sunny!,Monday,0.37291303277015686,0.537051796913147,0.09003511816263199,Neutral,-0.28287791460752487
4,1770924312,2009-05-11 22:38:30-07:00,NO_QUERY,hannahrivera,is updating her plurk [http],Monday,0.021167458966374397,0.937727153301239,0.04110537841916084,Neutral,0.019937919452786446
4,1992771669,2009-06-01 09:17:45-07:00,NO_QUERY,xHelloCallie,@user omg 54 days?! or 55 still....lets go with 54 IM SO EXCITEDDD!!!!!!!,Monday,0.0018104101764038205,0.010103355161845684,0.9880862236022949,Positive,0.9862758134258911
0,1694762743,2009-05-04 04:01:36-07:00,NO_QUERY,roguemm,At least I still have the bourbon,Monday,0.026784494519233704,0.34748148918151855,0.6257340312004089,Positive,0.5989495366811752
0,1989116684,2009-06-01 00:24:00-07:00,NO_QUERY,madlymint,my ethnography is gonna suck so hard. it's worth 50% of my entire grade. fml,Monday,0.9549936652183533,0.0394120067358017,0.005594348534941673,Negative,-0.9493993166834116
4,2182888800,2009-06-15 13:46:05-07:00,NO_QUERY,mvidaure,Heading out to an interview! Wish me luck,Monday,0.006022332701832056,0.15263399481773376,0.8413437008857727,Positive,0.8353213681839406
0,1994836022,2009-06-01 12:32:03-07:00,NO_QUERY,swanx065,"@user Also, if you were watching, why didn't you liveblog with gamer and I",Monday,0.10492181777954102,0.8641162514686584,0.030961912125349045,Neutral,-0.07395990565419197
4,2182427946,2009-06-15 13:09:23-07:00,NO_QUERY,pandora_radio,@user Hi Hunter - You can suggest music for our collection at suggest-music@user.com. Thanks! Lucia,Monday,0.003460499458014965,0.2150816023349762,0.7814579010009766,Positive,0.7779974015429616
0,2184361338,2009-06-15 15:47:52-07:00,NO_QUERY,treehousedays,"I got all excited when I saw Transformers in the free movie section on On Demand, but it turned out to be a cartoon version.",Monday,0.0695713460445404,0.29936403036117554,0.6310645937919617,Positive,0.5614932477474213
0,2284230039,2009-06-22 13:37:36-07:00,NO_QUERY,sparklyboo89,Misses her mum already ! .,Monday,0.24519851803779602,0.3832486569881439,0.37155288457870483,Neutral,0.1263543665409088
0,1992823613,2009-06-01 09:22:47-07:00,NO_QUERY,MLynn4Heas,Don't feel good at all today,Monday,0.8770585656166077,0.1011429876089096,0.021798498928546906,Negative,-0.8552600666880608
0,2180019829,2009-06-15 09:54:11-07:00,NO_QUERY,RicardoFranke,@user ieks,Monday,0.07021640986204147,0.799801230430603,0.12998239696025848,Neutral,0.05976598709821701
0,1994012184,2009-06-01 11:16:31-07:00,NO_QUERY,vickyjones91,"Air France, its so sad.",Monday,0.924365758895874,0.06759939342737198,0.008034821599721909,Negative,-0.9163309372961521
4,1992687809,2009-06-01 09:09:41-07:00,NO_QUERY,RapidRevision,Booked lunch for two in August for a very special event at Le Manoir. Even though Menu du Jour Luncheon better start saving up now,Monday,0.009609287604689598,0.22510240972042084,0.7652882933616638,Positive,0.7556790057569742
0,1990535198,2009-06-01 05:07:22-07:00,NO_QUERY,silverSpoon,"@user i m so pissed of with this, i know a lot of people affected by it",Monday,0.9527027010917664,0.042948413640260696,0.00434883963316679,Negative,-0.9483538614585996
0,1565421457,2009-04-20 06:43:03-07:00,NO_QUERY,jfulldotcom,@user man i want a sleeve too! but the Man ain't gonna hire me looking like that,Monday,0.6685404181480408,0.28481751680374146,0.04664202407002449,Negative,-0.6218983940780163
0,1996558068,2009-06-01 15:17:15-07:00,NO_QUERY,Andreabelen14,he's is teh reason for the teardrops on muy guitar ! is so really..,Monday,0.009922207333147526,0.21685846149921417,0.7732192873954773,Positive,0.7632970800623298
4,1993815343,2009-06-01 10:58:29-07:00,NO_QUERY,KevinEdwardsJr,@user if you like 2 laugh..have a good time..follow me..its just that simple,Monday,0.009317596442997456,0.11230705678462982,0.8783752918243408,Positive,0.8690576953813434
4,1563956020,2009-04-20 01:02:51-07:00,NO_QUERY,ricky703ca,@user tere achee khasi excecise ho jaati hogi Ruhaan ke saath,Monday,0.12523962557315826,0.8304688334465027,0.044291507452726364,Neutral,-0.0809481181204319
4,1995528481,2009-06-01 13:38:08-07:00,NO_QUERY,Miss_McKayla,@user I love that song! I was listening to it earlier,Monday,0.0032374607399106026,0.008205079473555088,0.9885574579238892,Positive,0.9853199971839786
4,1834589574,2009-05-18 03:30:37-07:00,NO_QUERY,Kirstyy09xX,@user i was just wondering if your a fan of The sat you might wanna see this clip [http],Monday,0.01800249144434929,0.889441967010498,0.09255554527044296,Neutral,0.07455305382609367
0,1989826270,2009-06-01 02:57:01-07:00,NO_QUERY,MissKate06,@user Whyyyyyy?,Monday,0.09501266479492188,0.8751513957977295,0.02983589842915535,Neutral,-0.06517676636576653
0,1989093502,2009-06-01 00:19:28-07:00,NO_QUERY,ahhamber,Why do I always sit in the drive thru foreverr at fatburger,Monday,0.5794597268104553,0.380567729473114,0.03997257724404335,Negative,-0.539487149566412
4,2180254109,2009-06-15 10:13:06-07:00,NO_QUERY,AlexxKayy,i woke up with a smile on my face.,Monday,0.0037271634209901094,0.03734860196709633,0.9589242339134216,Positive,0.9551970704924315
4,1565803024,2009-04-20 07:35:13-07:00,NO_QUERY,sandruhhhhh,cindies lol it was my first time lol,Monday,0.005981513764709234,0.31410419940948486,0.6799142360687256,Positive,0.6739327223040164
0,2182265280,2009-06-15 12:56:37-07:00,NO_QUERY,purplevelvet09,@user ee mara a7eba bs ma fe on the east coast,Monday,0.6313841342926025,0.35336971282958984,0.015246148221194744,Negative,-0.6161379860714078
4,1990552272,2009-06-01 05:10:03-07:00,NO_QUERY,markhallCC,Taking a group of guys from church to a camp to work on a kitchen floor today. I'm at Lowes Lowes is to men as walmart is to women.,Monday,0.030733011662960052,0.8085775375366211,0.16068945825099945,Neutral,0.1299564465880394
0,1770640638,2009-05-11 21:51:35-07:00,NO_QUERY,munkyxx,Missed a good game judging from the scores now i can cry myself to sleep,Monday,0.8545252084732056,0.12379222363233566,0.021682562306523323,Negative,-0.8328426461666822
4,1994229984,2009-06-01 11:36:50-07:00,NO_QUERY,mmsolomon,@user love that song.,Monday,0.005897081457078457,0.016812004148960114,0.9772909283638,Positive,0.9713938469067216
0,2283607337,2009-06-22 12:50:34-07:00,NO_QUERY,RatheeshP,"Gotta do all the chores on my own now- cooking,washing,ironing... and i hate it",Monday,0.8944270014762878,0.09558529406785965,0.009987669065594673,Negative,-0.8844393324106932
4,1996257328,2009-06-01 14:47:12-07:00,NO_QUERY,arnn,yo girl doNt like me how long has she been GAY!,Monday,0.92485511302948,0.06930951774120331,0.005835419055074453,Negative,-0.9190196939744055
4,2185058149,2009-06-15 16:49:20-07:00,NO_QUERY,tweeteradder5,@user Get 100 followers a day using [http] Once you add everyone you are on the train or pay vip,Monday,0.008405004628002644,0.7979509234428406,0.19364407658576965,Neutral,0.185239071957767
4,2188787390,2009-06-15 22:33:51-07:00,NO_QUERY,phillipquin,"@user It can't hurt, well, not much anyway... ;) @user, can you bring stickers/printouts of our faces?",Monday,0.01935974694788456,0.244572713971138,0.7360674738883972,Positive,0.7167077269405127
0,2175117371,2009-06-15 00:07:44-07:00,NO_QUERY,eidann,@user Last time I got checked I got news I didnt like,Monday,0.7688198089599609,0.22169308364391327,0.009487062692642212,Negative,-0.7593327462673187
0,2185483680,2009-06-15 17:27:02-07:00,NO_QUERY,annach0c19,omg my hair is totally messeeeeeeeed !,Monday,0.0055248490534722805,0.046967651695013046,0.9475075006484985,Positive,0.9419826515950263
4,2178812580,2009-06-15 08:14:24-07:00,NO_QUERY,chucktowndeals,"Good morning, peeps!",Monday,0.003992647863924503,0.020896565169095993,0.9751107692718506,Positive,0.9711181214079261
4,1999856744,2009-06-01 20:57:04-07:00,NO_QUERY,HeatherBradley,*FSM* The song in my heart....it keeps playin' over and over &amp; I can't get it out!,Monday,0.024094443768262863,0.14691218733787537,0.8289933800697327,Positive,0.8048989363014698
0,1994676688,2009-06-01 12:17:13-07:00,NO_QUERY,mosesmonster,"Thanks to Lionhead studios, we are one step closer to having Hall 9000 computers.",Monday,0.001636718981899321,0.02803390473127365,0.9703293442726135,Positive,0.9686926252907142
4,2176603163,2009-06-15 04:18:09-07:00,NO_QUERY,byDeL,persistent good actor and manipulative byatch really are true match,Monday,0.24453629553318024,0.4816987216472626,0.273764967918396,Neutral,0.02922867238521576
4,1833884115,2009-05-18 00:48:27-07:00,NO_QUERY,Roddykat,@user Got it. Thanks!,Monday,0.012877730652689934,0.2624379098415375,0.7246843576431274,Positive,0.7118066269904375
0,1994057878,2009-06-01 11:20:48-07:00,NO_QUERY,bballhoney,Sadddd people can be really mean (not to me tho. I don't take that) and HUNGRY! :],Monday,0.9274159669876099,0.06350235641002655,0.009081714786589146,Negative,-0.9183342522010207
0,1997484324,2009-06-01 16:55:57-07:00,NO_QUERY,NickStarr,@user Just got fired I feel so bad....damn the economy.,Monday,0.9448508620262146,0.049833737313747406,0.0053153205662965775,Negative,-0.939535541459918
4,2000379809,2009-06-01 21:59:32-07:00,NO_QUERY,SwaggCertified,@user happy birthday sweetheart.,Monday,0.0038310831878334284,0.009024200960993767,0.9871447682380676,Positive,0.9833136850502342
4,2189337303,2009-06-15 23:48:16-07:00,NO_QUERY,CateDeansSmith,"@user and a peanut is a kidney shaped nut, and a kidney is a peanut shaped organ of the body",Monday,0.053704146295785904,0.9096507430076599,0.03664521500468254,Neutral,-0.017058931291103363
4,2000854769,2009-06-01 23:08:33-07:00,NO_QUERY,thomaskyan,Monkey Island,Monday,0.0838588997721672,0.7551635503768921,0.1609775274991989,Neutral,0.07711862772703171
4,1989103562,2009-06-01 00:21:22-07:00,NO_QUERY,ivettecupcake,Aw k4ce lounge celebration for xiaos bday. His gf brought us cupcakes,Monday,0.002534394385293126,0.06275864690542221,0.93470698595047,Positive,0.9321725915651768
4,2000319653,2009-06-01 21:51:47-07:00,NO_QUERY,Nobodey,"@user reverse the colors on both so it matches the page, black font, white bg. Three simple steps would rock your 2ndary pages.",Monday,0.0136177409440279,0.2591748833656311,0.727207362651825,Positive,0.713589621707797
0,2177326834,2009-06-15 05:54:22-07:00,NO_QUERY,Atarimonkey,"Wow it's quite today, no phone calls, no Emails, no nothing! I'm lonely!",Monday,0.8817446231842041,0.09894844889640808,0.01930689439177513,Negative,-0.862437728792429
4,1995340314,2009-06-01 13:20:02-07:00,NO_QUERY,lexia,@user woo,Monday,0.04221951216459274,0.7207528352737427,0.23702767491340637,Neutral,0.19480816274881363
4,1995829486,2009-06-01 14:06:41-07:00,NO_QUERY,dabhaid,"@user as in &quot;a bullet with my name on it&quot;, or &quot;barman, two Heathcotes, heavy on the gin&quot; - the latter gets my vote",Monday,0.037784233689308167,0.7282465696334839,0.23396918177604675,Neutral,0.1961849480867386
0,1992092602,2009-06-01 08:11:08-07:00,NO_QUERY,chynagyrl1980,Ahhhhh bunny roadkill is so sad and where's the sun today? I'm cold already!,Monday,0.9534353017807007,0.04022865742444992,0.0063360147178173065,Negative,-0.9470992870628834
0,2177000304,2009-06-15 05:14:06-07:00,NO_QUERY,Kimber5,getting ready to be in class all day. I will miss being at the pool or lake. husb and kids will have fun without me.,Monday,0.14217650890350342,0.385721355676651,0.4721020758152008,Positive,0.3299255669116974
4,1834236865,2009-05-18 02:09:28-07:00,NO_QUERY,roxymelody,@user thank u,Monday,0.013137509115040302,0.1240934506058693,0.8627690672874451,Positive,0.8496315581724048
4,2183823107,2009-06-15 15:02:03-07:00,NO_QUERY,DionneSouth,"survived the film. It was quite scary, but not the worst i've seen. Just finished a session on the dancemat, off to bed now. Night",Monday,0.2025812566280365,0.5021213293075562,0.29529738426208496,Neutral,0.09271612763404846
4,1989183212,2009-06-01 00:37:39-07:00,NO_QUERY,geekachu,"@user A better plan would be to just make the rest of the year awesome! I'll help, I can bring alcohols!",Monday,0.004960990510880947,0.023739077150821686,0.9713000059127808,Positive,0.9663390154018998
4,2185871828,2009-06-15 18:01:40-07:00,NO_QUERY,MLM216,@user ADORO these fotos of you and Leo....tooooooooo cute/lindas Muito obrigada for sharing them with all of us Abracos!,Monday,0.0038406671956181526,0.010474671609699726,0.9856846332550049,Positive,0.9818439660593867
4,1564469562,2009-04-20 03:38:30-07:00,NO_QUERY,daliuhh,"@user alright,see ya later :*",Monday,0.00442501762881875,0.177299365401268,0.8182756304740906,Positive,0.8138506128452718
4,1572937462,2009-04-20 23:05:33-07:00,NO_QUERY,myapplemenu,"Sometimes I should listen to my own advice. After all, it's just a job.",Monday,0.31122297048568726,0.6084049940109253,0.08037204295396805,Neutral,-0.2308509275317192
4,1994412168,2009-06-01 11:53:09-07:00,NO_QUERY,elizabeth_92,I can't wait ti'll new moon comes out!! robert &amp;&amp; taylor are sooooo HOT,Monday,0.0022955522872507572,0.01073329895734787,0.9869711399078369,Positive,0.9846755876205862
4,1998940748,2009-06-01 19:22:36-07:00,NO_QUERY,sarahsj,It's a Mayer kind of night. Amazing the memories listening to his music bring back. Makes me happy.,Monday,0.0030623164493590593,0.00765997264534235,0.989277720451355,Positive,0.9862154040019959
0,2186766005,2009-06-15 19:18:20-07:00,NO_QUERY,Roshiii,@user I know trust me. I just sat to a guy that reminded me so much of a certain somebody. That didn't help,Monday,0.8028411865234375,0.18341988325119019,0.013739027082920074,Negative,-0.7891021594405174
0,2182019210,2009-06-15 12:36:39-07:00,NO_QUERY,allysona,Mmm. Tio's. Wisdom teeth out in Friday.,Monday,0.051176946610212326,0.8486371040344238,0.10018598288297653,Neutral,0.049009036272764206
4,2000399869,2009-06-01 22:01:58-07:00,NO_QUERY,jasmineem,"@user lol, why oh fark? i got 97%",Monday,0.2038106471300125,0.5480121970176697,0.2481771856546402,Neutral,0.044366538524627686
4,2176945136,2009-06-15 05:06:50-07:00,NO_QUERY,ryanmaxx,says bagong gupit (funkydance) [http],Monday,0.011091872118413448,0.7761332988739014,0.212774857878685,Neutral,0.20168298576027155
0,1994624730,2009-06-01 12:12:34-07:00,NO_QUERY,henrysharman,"Beach lifeguard training is the hardest thing I have ever done, and 5 days to go yet!!",Monday,0.8738181591033936,0.10336384177207947,0.02281799539923668,Negative,-0.8510001637041569
4,1990499790,2009-06-01 05:01:58-07:00,NO_QUERY,hadez2000,managed to get some headache tablets over lunch.. now just to wait for it to kick in,Monday,0.1141088604927063,0.5658113360404968,0.3200797736644745,Neutral,0.2059709131717682
4,1989425626,2009-06-01 01:29:41-07:00,NO_QUERY,numb3rb0y,"Heh, so sunny even I'm enjoying it",Monday,0.003255261806771159,0.011066299863159657,0.9856783747673035,Positive,0.9824231129605323
4,1996766497,2009-06-01 15:39:13-07:00,NO_QUERY,avacancy,"@user haha my kitchen could use you, if youre up for it",Monday,0.003725615795701742,0.05282612517476082,0.9434482455253601,Positive,0.9397226297296584
4,1565576323,2009-04-20 07:04:49-07:00,NO_QUERY,mpanny,Chill chill chilling in bed,Monday,0.028506778180599213,0.5782157778739929,0.39327743649482727,Neutral,0.36477065831422806
4,1834552024,2009-05-18 03:22:09-07:00,NO_QUERY,fromfirsttolast,Tired in work this morning. One delivery done. Another to go. At least it's money,Monday,0.7259822487831116,0.22992584109306335,0.04409192129969597,Negative,-0.6818903274834156
0,1834764100,2009-05-18 04:07:31-07:00,NO_QUERY,xxmichellezz,i hate chemistry dont wanna go to that class tomorrow x[,Monday,0.9453131556510925,0.046080395579338074,0.00860643107444048,Negative,-0.936706724576652
4,1998612499,2009-06-01 18:50:19-07:00,NO_QUERY,skribe,@user keep telling yourself that,Monday,0.494121789932251,0.460880845785141,0.04499733820557594,Negative,-0.44912445172667503
4,2186836067,2009-06-15 19:24:27-07:00,NO_QUERY,dinosaresexxii,now talking to sara and jake on the phone and justine on facebook. listening to sara sing as usual.,Monday,0.003581366268917918,0.652614176273346,0.3438044786453247,Neutral,0.3402231123764068
0,1997986063,2009-06-01 17:48:02-07:00,NO_QUERY,rhispect,"@user Yeah I can't afford that either! I miss pedicures too. I remember yours. You didn't tip her, right? lol",Monday,0.866755485534668,0.11394717544317245,0.019297340884804726,Negative,-0.8474581446498632
0,1991574364,2009-06-01 07:17:10-07:00,NO_QUERY,marcgozlan,"up and at the local libary... today is payday for some, and me but thats okay...",Monday,0.007640307303518057,0.27696692943573,0.7153927683830261,Positive,0.7077524610795081
4,1564251684,2009-04-20 02:33:19-07:00,NO_QUERY,gautamghosh,Got @user's book Me 2.0 on the mail Looking forward to reading it!,Monday,0.00129809626378119,0.01268068328499794,0.9860212206840515,Positive,0.9847231244202703
0,2182429932,2009-06-15 13:09:33-07:00,NO_QUERY,chik_ster,argh! mondays suck at work. weekends are never long enough!,Monday,0.9507495760917664,0.04098513349890709,0.008265345357358456,Negative,-0.9424842307344079
4,1835850509,2009-05-18 06:52:51-07:00,NO_QUERY,D_Rox,G'morning @user @user @user @user @user @user @user,Monday,0.007796608842909336,0.6871329545974731,0.3050704300403595,Neutral,0.29727382119745016
0,2179823890,2009-06-15 09:38:02-07:00,NO_QUERY,LisaRayArnold,I'm not feeling very productive today.,Monday,0.8491376638412476,0.13587068021297455,0.014991621486842632,Negative,-0.8341460423544049
0,2284519564,2009-06-22 13:59:03-07:00,NO_QUERY,jboMaria,being jealous and missing everyone,Monday,0.8271198272705078,0.1522730439901352,0.02060704492032528,Negative,-0.8065127823501825
4,2184065767,2009-06-15 15:22:19-07:00,NO_QUERY,eviegarland,@user coursing river. It's from &quot;I'll Make a Man Out Of You&quot; from Mulan. XD,Monday,0.011586079373955727,0.6403730511665344,0.3480408191680908,Neutral,0.3364547397941351
4,2180551819,2009-06-15 10:37:29-07:00,NO_QUERY,tonybetts,@user Just voted for you!,Monday,0.003269623965024948,0.08767960965633392,0.9090508222579956,Positive,0.9057811982929707
4,2183176151,2009-06-15 14:08:55-07:00,NO_QUERY,Melliemula,"@user Its not letting me vote again either Lyn and I haven`t voted for about 3 hours! Lol, hey everyone.",Monday,0.8386980891227722,0.14998094737529755,0.011320998892188072,Negative,-0.8273770902305841
4,1997083649,2009-06-01 16:13:25-07:00,NO_QUERY,Zoe_E_W,"@user No, This is a job interview with a vampire.",Monday,0.36628592014312744,0.605587363243103,0.0281266737729311,Neutral,-0.33815924637019634
4,2180128824,2009-06-15 10:02:58-07:00,NO_QUERY,heytherekristen,@user [http] - haha i like that. the bible on DVD! lmfao true though,Monday,0.004264891147613525,0.03431844711303711,0.9614166021347046,Positive,0.9571517109870911
4,1989094642,2009-06-01 00:19:41-07:00,NO_QUERY,miketc,"@user [http] - thanks! funny, huh, how I'm the front Israelite dancer, but I'm also the most clueless?",Monday,0.08077060431241989,0.26101064682006836,0.6582187414169312,Positive,0.5774481371045113
0,2177229549,2009-06-15 05:42:58-07:00,NO_QUERY,joyhajassad,@user stressing! and now my belly feels like it may explode not good! Have you called the agency people yet? Don't forget!!xxxx,Monday,0.7987868785858154,0.16067178547382355,0.040541358292102814,Negative,-0.7582455202937126
0,1992083659,2009-06-01 08:10:15-07:00,NO_QUERY,edd9116,"up now ... gonna have a lonnnnnnnnnnnnnnnng day and night ,,, my son sick",Monday,0.9144490957260132,0.07598339021205902,0.009567508473992348,Negative,-0.9048815872520208
0,1467871844,2009-04-06 22:35:44-07:00,NO_QUERY,larsgunnarf,Tuesdayï¿½ll start with reflection ï¿½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers,Monday,0.004111745394766331,0.10428702086210251,0.8916012644767761,Positive,0.8874895190820098
4,1695693600,2009-05-04 06:44:15-07:00,NO_QUERY,amylockaby,"@user thanks, Mandy! What a good sister you are. @user That may be true, but unfortunately my road tires can't say the same.",Monday,0.09916666895151138,0.11579086631536484,0.7850424647331238,Positive,0.6858757957816124
4,1834330756,2009-05-18 02:31:27-07:00,NO_QUERY,imtalia,@user tuning in now,Monday,0.006373617332428694,0.7553167939186096,0.2383096069097519,Neutral,0.2319359895773232
0,2189228423,2009-06-15 23:32:26-07:00,NO_QUERY,jodi_ice,"urfglhg.... ran out of nytol last night, had a shit night's sleep&amp;feel like death warmed up",Monday,0.9499195218086243,0.043804723769426346,0.0062758722342550755,Negative,-0.9436436495743692
0,1997966762,2009-06-01 17:46:00-07:00,NO_QUERY,jwlms,@user - missing you here. And thanks for the congrats!,Monday,0.004903846886008978,0.025398463010787964,0.9696976542472839,Positive,0.964793807361275
0,2186404676,2009-06-15 18:47:31-07:00,NO_QUERY,adashadisini,butuh c aygst [http],Monday,0.11879490315914154,0.827691912651062,0.053513143211603165,Neutral,-0.06528175994753838
4,1993622422,2009-06-01 10:40:22-07:00,NO_QUERY,hollapapabear,"hot coco while shoppin again, i found really cool jewelry yesterday, a love ring, i get to punch ppl with love aww. ima high 5 ur face",Monday,0.003609288251027465,0.011400281451642513,0.9849904179573059,Positive,0.9813811297062784
4,1990564809,2009-06-01 05:11:58-07:00,NO_QUERY,ashutosh_gupta,@user its a duet.. pat both yourselves ..,Monday,0.027096934616565704,0.7195509672164917,0.2533521056175232,Neutral,0.2262551710009575
0,2175960302,2009-06-15 02:30:18-07:00,NO_QUERY,LocalJoost,I wonder if Iran is now getting its own Tien An Min square episode,Monday,0.06149586662650108,0.9103716015815735,0.02813258208334446,Neutral,-0.033363284543156624
0,2188036664,2009-06-15 21:11:48-07:00,NO_QUERY,crystaliberty27,"ok. peeps any ideas on how to get my iphone to work?? it looks like its turning on, but i can't see the screen enough to do anything!!",Monday,0.707810640335083,0.26613783836364746,0.026051536202430725,Negative,-0.6817591041326523
4,2001009361,2009-06-01 23:34:40-07:00,NO_QUERY,rabisquei,@user so lets for the next cruise! Haha Yes! he is coming on this sat!,Monday,0.0016501133795827627,0.08319547772407532,0.9151543974876404,Positive,0.9135042841080576
4,2000891111,2009-06-01 23:14:30-07:00,NO_QUERY,simmonet,@user Welcome 'home',Monday,0.002907383255660534,0.07602947950363159,0.9210631251335144,Positive,0.9181557418778539
4,1993665520,2009-06-01 10:44:28-07:00,NO_QUERY,primsessions,BTW London bookings for July being taken,Monday,0.00914545077830553,0.9297500848770142,0.061104483902454376,Neutral,0.051959033124148846
4,1990856517,2009-06-01 05:53:58-07:00,NO_QUERY,booksellercrow,"@user [http] is very good and kind, but we are not as old as we look, honest.",Monday,0.02649521827697754,0.14629268646240234,0.8272120952606201,Positive,0.8007168769836426
0,1996469845,2009-06-01 15:08:14-07:00,NO_QUERY,FallingBullets,@user you smoke?!!? oh noez!!! you just fell in my estimation,Monday,0.700776994228363,0.25155118107795715,0.0476718507707119,Negative,-0.6531051434576511
0,2176005726,2009-06-15 02:38:21-07:00,NO_QUERY,xmagicgraffitix,"made a AIM or whatever, why is it so freakin confusing??",Monday,0.8786702752113342,0.11426576972007751,0.007063977885991335,Negative,-0.8716062973253429
0,2181195551,2009-06-15 11:29:55-07:00,NO_QUERY,infernalserpent,Today I feel like shit because 1) Oz woke me up every two hours last night and 2) I yelled at him every two hours last night. Also: Iran.,Monday,0.9525289535522461,0.04155255854129791,0.005918422713875771,Negative,-0.9466105308383703
0,2176056533,2009-06-15 02:47:14-07:00,NO_QUERY,mariaa_ep,then my phone died so i coodnt get a lift then we got a $113 fine then i drank red bull ;),Monday,0.6990412473678589,0.24304069578647614,0.05791807919740677,Negative,-0.6411231681704521
0,1994998247,2009-06-01 12:47:22-07:00,NO_QUERY,MsBlewBoogie,@user Thanks Jammy! @user i'm sick,Monday,0.03807348757982254,0.12338332831859589,0.838543176651001,Positive,0.8004696890711784
4,2184274618,2009-06-15 15:40:19-07:00,NO_QUERY,jailynpr,Got 2 spend some time with john today @user and discuss some business over a private show. Lucky girl... I know. check him out.,Monday,0.002480349037796259,0.025781353935599327,0.971738338470459,Positive,0.9692579894326627
0,1992667452,2009-06-01 09:07:41-07:00,NO_QUERY,Jasmine_Roberts,is in serious pain!!!! Sprained god dam ankle!!,Monday,0.9210327863693237,0.06524782627820969,0.013719421811401844,Negative,-0.9073133645579219
4,1695924132,2009-05-04 07:14:41-07:00,NO_QUERY,AlvaFarrow,@user thankyou,Monday,0.018661977723240852,0.1868889480829239,0.7944490909576416,Positive,0.7757871132344007
0,2175140869,2009-06-15 00:11:19-07:00,NO_QUERY,hiiikelly,"I really, really hate Bellatrix, and I really, really miss Sirius Siriusly...",Monday,0.9527843594551086,0.04035428911447525,0.00686133885756135,Negative,-0.9459230205975473
0,2176897054,2009-06-15 05:00:32-07:00,NO_QUERY,MarkCorden,#squarespace birthday on saturday! shame about the driving,Monday,0.7886786460876465,0.17454330623149872,0.036778029054403305,Negative,-0.7519006170332432
4,1993666901,2009-06-01 10:44:35-07:00,NO_QUERY,bodywisdominc,@user Csikszentmihalyi ...I was taught to pronounce it &quot;Chicks make me high&quot; .&lt;= Better than saying &quot;You know that Flow guy&quot; ...,Monday,0.12575221061706543,0.6451759934425354,0.22907181084156036,Neutral,0.10331960022449493
4,1835423967,2009-05-18 05:57:45-07:00,NO_QUERY,jethier,Thinks that Lucky Charms are magically delicious,Monday,0.0219330545514822,0.11274071037769318,0.8653262853622437,Positive,0.8433932308107615
0,2175731221,2009-06-15 01:50:00-07:00,NO_QUERY,lululabella,@user bad music taste??,Monday,0.8495253324508667,0.14359314739704132,0.0068815224803984165,Negative,-0.8426438099704683
0,1996058155,2009-06-01 14:28:11-07:00,NO_QUERY,hay0u,roller coaster in my stomach,Monday,0.4201606512069702,0.48401787877082825,0.09582144021987915,Neutral,-0.32433921098709106
4,1994500487,2009-06-01 12:00:53-07:00,NO_QUERY,KimberleyLove,BUSY WATCHING EASTENDERS ON BBC1,Monday,0.017353620380163193,0.5930873155593872,0.3895590901374817,Neutral,0.3722054697573185
4,2178932107,2009-06-15 08:24:37-07:00,NO_QUERY,danmatutina,il be in tacloban on thursday. was invited to give a workshop on social communications and design by the Dept of Health.,Monday,0.0029290381353348494,0.6400464177131653,0.35702458024024963,Neutral,0.3540955421049148
0,1998771857,2009-06-01 19:05:55-07:00,NO_QUERY,HELLOkaraaa,we always hurt the the ones we never loved. early night. bio&amp;french in the morning.,Monday,0.7917161583900452,0.19433613121509552,0.013947752304375172,Negative,-0.77776840608567
0,2287981221,2009-06-22 18:33:28-07:00,NO_QUERY,Sposilkin,I want a Slow Loris. Too bed they are illegal,Monday,0.4905802309513092,0.3832765519618988,0.126143217086792,Negative,-0.3644370138645172
0,1992009345,2009-06-01 08:02:43-07:00,NO_QUERY,NickyLovesMcFly,Wee! Home! It's so hot Xx My internet is going off soon While Mum moves in and Dad moves out Bad times. Try not to miss me!,Monday,0.4586748480796814,0.28669217228889465,0.25463294982910156,Negative,-0.20404189825057983
4,2000775513,2009-06-01 22:56:02-07:00,NO_QUERY,mtsumpton,@user NO maam im not!!! im going to work at a summer camp near Conroe...ima get to come visit cuz im off on weekends!!!,Monday,0.02643214724957943,0.48250219225883484,0.4910656213760376,Positive,0.46463347412645817
0,1991847388,2009-06-01 07:46:06-07:00,NO_QUERY,alliftw,I wish I posted on the forum more. instead I just lurk. /fail,Monday,0.82471764087677,0.16005800664424896,0.01522442139685154,Negative,-0.8094932194799185
0,1991881184,2009-06-01 07:49:41-07:00,NO_QUERY,Cherrim,@user I have no idea what that smells like.,Monday,0.8370252847671509,0.14542661607265472,0.017548082396388054,Negative,-0.8194772023707628
0,1770675326,2009-05-11 21:56:57-07:00,NO_QUERY,ErinScandalous,"Again, thank you all for the lovely birthday wishes! I had an absolutely lovelyday! But I didn't get free @user with my Gold Card!",Monday,0.007277010474354029,0.01571328565478325,0.977009654045105,Positive,0.969732643570751
