passage_id,chapter,section,subsection,page,cluster,cluster_name,cluster_short,x,y,word_count,text,nn,nn_sim
p0173,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,53,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.0753,4.0162,260,"A student who has taken a course on a CR/NC basis and earned a CR may not retake the course. A course for which a grade of NC is assigned cannot be used to satisfy the prerequisite for another course, even if the original grade was a passing grade (D+, D, or D-). A student may not use a CR/NC option on a course being taken for a second (or more) time. (See section on Credit/No Credit (CR/NC) Grading System.) With the exception of study at Duke University, students studying abroad may not receive credit for courses taken on a CR/NC (or Pass/Fail or Satisfactory/Unsatisfactory) basis. Courses taken while a DKU student is studying away at Duke University may be taken on a Duke Satisfactory/Unsatisfactory basis, subject to Duke’s processes, regulations and deadlines – which may differ from those at DKU. Courses taken at Duke on a S/U basis will transfer back to DKU and be recorded using DKU’s CR/NC system. Such courses will be subject to all regulations and limitations stated for the DKU CR/NC policy in the DKU Bulletin, including all restrictions on the number of credits and which courses can be taken on this basis. Students declaring S/U at Duke are required to consult their DKU academic advisor to ensure that they will be using a DKU CR/NC option in an appropriate manner. Students who use S/U on a Duke course that cannot be transferred over as CR/NC at DKU will not earn credits for the course and may be ineligible to retake it at either institution.",p0179 p0146 p0269 p0118 p0177,0.943 0.824 0.779 0.741 0.716
p0174,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,54,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.8874,4.4725,140,"The change of grading basis to CR/NC can be done through filing a form with the registrar, but students need to get approval from their advisors. Students who receive a NC (by changing a grade of D+ or below) should be mindful of continuation requirements, e.g. that they may be subject to academic suspension (see section on Continuation), or that they may have to take an extra course a later term or during the summer in order to ensure that they graduate on time. Once a student has notified the registrar to change the grading basis to CR/NC, it may not be changed back to a regular grade. Students are especially encouraged to make use of the CR/NC option in their first year to take courses they feel might lie outside of their areas of perceived interest, strength, or expertise.",p0180 p0177 p0171 p0194 p0176,0.959 0.763 0.747 0.690 0.677
p0175,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,54,7,Institutional & Transfer Credit,Transfer Credit,3.61,3.6323,81,"In order to encourage students to explore the richness and variety of Duke Kunshan University’s curricular offerings without worrying unduly about grades, students may elect to take up to four credits each session on a Credit/No Credit basis. No more than sixteen credits (in either two-credit or four-credit courses) towards the 136 credits requirement may be taken on a Credit/No Credit basis. The limit of sixteen credits does not apply to courses that are only offered on the Credit/No Credit basis.",p0169 p0116 p0061 p0057 p0184,0.983 0.848 0.823 0.811 0.794
p0176,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,54,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.627,4.4191,78,"All students will register for regular graded courses on a graded basis, and faculty will assign regular grades throughout the term, as well as a final grade for the course. However, a student may elect to change the grading basis to Credit/No Credit at any time up until the course withdrawal deadline of the session in which the student takes the course. Once this declaration is made, the grading basis cannot be changed back to a regular grade.",p0170 p0180 p0174 p0229 p0177,0.928 0.700 0.677 0.669 0.655
p0177,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,54,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.137,4.4872,222,"First-year students in the first session of their first term must be enrolled in no less than a normal course load of 6 credits to be approved to change the grading basis of a course to CR/NC. In all subsequent sessions, a student must be enrolled in no less than a normal course load of 8 credits to be approved to change the grading basis of a course to CR/NC. In order to receive a CR (Credit), a student must have received a grade of C- or better in the course. A grade of D+ or below will be reflected on the transcript as NC (No Credit). Neither CR nor NC will be factored into the grade point average. Students who receive NC will receive no credit for the course and will be ineligible for Dean’s List in that term. Students who receive CR may still be eligible for the dean’s list if they have completed at least 16 credits for a regularly assigned grade (see section on Dean’s List). In determining whether a student should be placed on academic warning, a grade of NC earned in a course (other than PE courses), whether that course is offered only on the CR/NC basis or the student elects to take it on the CR/NC basis, is considered equivalent to a grade of F.",p0171 p0180 p0194 p0174 p0186,0.945 0.806 0.805 0.763 0.744
p0178,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,55,1,"Advanced Placement, Credit & Electives",AP & Electives,4.0661,3.1958,126,"In their first year (two terms, 4 sessions), students may use the CR/NC credits for any course, up to a maximum of 4 credits per session. For students in their 3rd term and beyond, CHINESE 201A- B and CHINESE 202A-B may also be taken on a CR/NC basis. Courses taken on a CR/NC basis from the 3rd term onward (except those courses offered only on this basis and the previously mentioned 200-level Chinese language courses) may not count toward general education requirements or any other degree requirements (major, including prerequisites), unless by special permission from the Dean of Undergraduate Studies or designee. For students in any year, courses in which a CR is earned do count toward the requirement for 136 credits and term credit requirements.",p0172 p0060 p0305 p0041 p0704,0.985 0.736 0.720 0.707 0.684
p0179,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,55,7,Institutional & Transfer Credit,Transfer Credit,2.9908,3.7956,180,"With the exception of study at Duke University, students studying abroad may not receive credit for courses taken on a CR/NC (or Pass/Fail or Satisfactory/Unsatisfactory) basis. Courses taken while a DKU student is studying away at Duke University may be taken on a Duke Satisfactory/Unsatisfactory basis, subject to Duke’s processes, regulations and deadlines – which may differ from those at DKU. Courses taken at Duke on a S/U basis will transfer back to DKU and be recorded using DKU’s CR/NC system. Such courses will be subject to all regulations and limitations stated for the DKU CR/NC policy in the DKU Bulletin, including all restrictions on the number of credits and which courses can be taken on this basis. Students declaring S/U at Duke are required to consult their DKU academic advisor to ensure that they will be using a DKU CR/NC option in an appropriate manner. Students who use S/U on a Duke course that cannot be transferred over as CR/NC at DKU will not earn credits for the course and may be ineligible to retake it at either institution.",p0173 p0269 p0146 p0120 p0118,0.943 0.799 0.763 0.741 0.738
p0180,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,55,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.8953,4.534,143,"The change of grading basis to CR/NC can be done through filing a form with the registrar, but students need to get approval from their advisors. Students who receive a NC (by changing a grade of D+ or below) should be mindful of term credit requirements, e.g. that they may be subject to academic warning (see section on Progress Toward Graduation), or that they may have to take an extra course a later term or during the summer in order to ensure that they graduate on time. Once a student has notified the registrar to change the grading basis to CR/NC, it may not be changed back to a regular grade. Students are especially encouraged to make use of the CR/NC option in their first year to take courses they feel might lie outside of their areas of perceived interest, strength, or expertise.",p0174 p0177 p0171 p0194 p0176,0.959 0.806 0.779 0.711 0.700
p0181,Part 6: Academic Procedures and Information,Grading and Grade Requirements,The W and WA Designations,55,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.113,4.8138,35,The designation W is recorded when a student officially withdraws from a course after the Drop/Add period. (See the sections on course changes in the section on Registration). WA indicates withdrawal from an audited course.,p0201 p0137 p0126 p0205 p0088,0.692 0.657 0.641 0.529 0.497
p0182,Part 6: Academic Procedures and Information,Progress toward Degree,(no subsection),56,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.3119,4.8361,122,"Students must achieve a satisfactory record of academic performance each term and make satisfactory progress toward graduation each year. Progress is assessed primarily by a student’s grade-point average. (See also the section on Academic Warning, Probation, and Suspension relevant for your class year.) However, other factors including enrollment in an underload, withdrawal to an underload, course repeat, grades of F or NC, D grades beyond 8 credits, leaves of absence, and suspensions may impact the total number of credits and therefore hinder a student’s progress toward graduation. Students should discuss with their academic advisor any factors that might impact their ability to meet term credit requirements. Students who fail to meet the minimum credit requirements each term will receive an academic warning.",p0183 p0187 p0190 p0188 p0198,0.730 0.707 0.685 0.685 0.674
p0183,Part 6: Academic Procedures and Information,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),56,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.5544,4.3176,183,"Students must make satisfactory progress toward fulfillment of curricular requirements and credits each term. All students must meet the following minimum requirements at the start of each fall and spring term or receive an academic warning: To be on track for an on-time graduation, at the start of the A student should have earned at least7 An academic warning will be issued to students who have earned less than7 2nd term at Duke Kunshan 16 credits 12 credits 3rd term at Duke Kunshan 34 credits 30 credits 4th term at Duke Kunshan 52 credits 46 credits 5th term at Duke Kunshan 68 credits 62 credits 6th term at Duke Kunshan 84 credits 78 credits 7th term at Duke Kunshan 102 credits 96 credits 8th term at Duke Kunshan 116 credits 112 credits Students may not carry an underload without the permission of their advisors and the Dean of Undergraduate Studies or designee. For the purposes of calculating term credit requirements, incomplete work in any course is considered a failure to achieve satisfactory performance in that course and will be counted as 0 credits.",p0138 p0129 p0182 p0169 p0184,0.781 0.735 0.730 0.724 0.719
p0184,Part 6: Academic Procedures and Information,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),56,7,Institutional & Transfer Credit,Transfer Credit,3.6326,3.85,186,"7 A maximum of 8 credits passed with a D grade (D, D+, D-) can be counted. The credit count may include (1) no more than 2 credits in physical education activity courses (i.e., four half-credit activity courses)’ (2) no more than 8 credits taken on a CR/NC grading basis (not including courses offered only on that basis); (3) no more than 40 credits combining any allowable transfer credits, including AP/IPC, transfer credits for study abroad, etc.; and (4) no more than the Duke Kunshan University equivalent of 24 credits in graduate and professional school courses not listed in the Duke University Undergraduate Programs Bulletin. (See Section 3, Credits Required for Degrees.) Students who receive an academic warning for failing to meet the term credit requirements may make up additional credits by enrolling in 20 credits in a subsequent term, enrolling in an overload once a positive academic trajectory has been established, or completing summer coursework at Duke or on another approved study away program. (See Section on Study Away.). Alternatively, students might delay their graduation date. (See Section on Time Limit for Completing Undergraduate Degree.)",p0061 p0118 p0116 p0058 p0175,0.905 0.830 0.811 0.808 0.794
p0185,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",(no subsection),57,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.1517,5.1777,50,"A student whose academic performance record indicates marginal scholarship, as assessed by grades, as well as term and cumulative grade-point averages, will be subject either to academic warning or academic probation. Failure to clear probationary status in the term of probation will result in a student’s suspension for academic reasons.",p0190 p0193 p0199 p0198 p0189,0.749 0.732 0.719 0.712 0.691
p0186,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",(no subsection),57,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.1052,4.7215,111,"In determining whether a student should be placed on academic warning, probation or suspended for academic reasons, a grade of NC earned in a course, whether that course is offered only on the CR/NC basis or the student elects to take it on the CR/NC basis, is considered equivalent to a grade of F. (See also the section on CR/NC Grading system). For purposes of determining academic standing, incomplete work in a course indicated by a grade of I is considered equivalent to a grade of F until the I is resolved. (See section on Incomplete Coursework.) Grades in PE courses are not considered in determining academic warning, probation, or suspension.",p0194 p0195 p0171 p0177 p0167,0.862 0.835 0.780 0.744 0.735
p0187,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Warning,57,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.3407,4.5093,97,"Failure to meet any of the following standards will result in academic warning by the Office of Undergraduate Studies: 1. A single or more grade of F or NC (excluding PE courses) in a term 2. A second or more grade of D (D, D-, D+) over the student’s tenure at DKU 3. Failure to meet the term credit requirements (See section on Term Credit Requirements All students issued an academic warning are required to meet with the Director for Academic Advising or designee to discuss their academic progress. Students should also consult with their academic advisor.",p0196 p0182 p0183 p0166 p0167,0.767 0.707 0.667 0.606 0.604
p0188,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Probation,57,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.0932,5.1021,210,"For a student enrolled in 16 or more credits, the following grades will result in academic probation for the succeeding spring or fall term: during the first term of the freshman year, grades including DD, DF, or FF; during any subsequent spring/fall term, grades including DDD, DF or FF (as long as the student has passed at least 12 credits); and during two consecutive spring/fall terms, grades including DDDD, DDDF, or DDFF. For a student enrolled in an authorized underload (i.e., fewer than 16 credits), the following academic performance will result in academic probation: during the first term of the freshman year, grades of DD or F; during any subsequent fall/spring term, grades including DDD or DF (as long as 12 credits have been passed in that term); and during two consecutive spring/fall terms, grades including DDDD, DDDF, or DDFF. In a case where probation may be in question because of an incomplete grade, the student will be notified by the Office of the Registrar of the need to have the incomplete replaced by a satisfactory grade in order to avoid academic probation. That is, the satisfactory final grade must be sufficient to avoid the combination of D and F grades that would result in academic probation, as described above.",p0197 p0199 p0190 p0182 p0160,0.728 0.713 0.709 0.685 0.659
p0189,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Probation,58,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.2,5.1166,155,"The probation status will be reflected on those academic records used for internal purposes only. Students placed on academic probation must acknowledge their probationary status in writing to the Office of Undergraduate Studies in order to continue at the University. They are also required to meet with the Director for Academic Advising or designee and are expected to seek assistance from campus resources, have their course selection approved by their advisors and meet periodically with a designated academic coach. They may not study away during the probation period. Students are expected to clear their probationary status during the term of probation. In order to do so, they must enroll in 16 credits (plus up to one PE credit), of which no more than 4 credits may be taken on a Credit/No Credit basis. Grades of C, CR, or better must be earned in each course, or a C average must be achieved in that term.",p0198 p0131 p0190 p0199 p0185,0.970 0.807 0.763 0.701 0.691
p0190,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Probation,58,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.147,5.1825,142,"Probationary status cannot be cleared in a term in which students seek permission and are allowed to withdraw to an underload. In such cases, the probationary status continues through the next fall or spring term of enrollment. Students who clear their probationary status by earning a C average in the term but also earn grades that would result in academic probation as described above will continue their probationary status through the next term of enrollment. Students on probation, whether in a normal load or an underload, are required to earn grades of C, CR, or better in each course, or achieve a C average in that term. Students whose probationary status continues to a second term for reason of an underload must adhere to the conditions and standards previously outlined for clearing probation. Failure to do so will result in academic suspension.",p0199 p0189 p0185 p0131 p0198,0.930 0.763 0.749 0.741 0.728
p0191,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Suspension,58,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.1031,5.1465,106,"Students on academic probation must clear their probationary status as described above (see section on Academic Probation) in order to continue at Duke Kunshan University. For the purposes of clearing academic probation, incomplete work in any course is considered a failure to achieve satisfactory performance in that course. Therefore, where term continuation is in question, incomplete work in any course must be completed with a satisfactory grade sufficient to clear the probationary status in time for final grades to be submitted to the Office of the University Registrar no later than the weekday preceding the first day of classes of the subsequent fall or spring term.",p0200 p0190 p0199 p0192 p0189,0.994 0.716 0.684 0.645 0.644
p0192,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Suspension,58,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.9841,5.1619,122,"Students who fail to meet the minimum requirements to clear their probationary status are subject to academic suspension for a period of at least two terms (excluding summer term). Those desiring to return after the suspension period may apply for Return to the University. Such students are placed on academic probation if reinstated. Please contact the Office of Undergraduate Studies for more information. Deadlines for filing this application are 5:00 p.m. China time May 1 for return in the subsequent Fall Term and October 15 for return in the subsequent Spring Term. If after return the student fails again to meet the minimum academic requirements and is suspended a second time, the student will be ineligible to enroll again in the future.",p0193 p0185 p0199 p0190 p0200,0.753 0.680 0.672 0.663 0.647
p0193,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Suspension,59,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.0381,5.2188,37,"Though rarely granted, a student suspended for failure to clear their probationary status may appeal for immediate reinstatement. Students should contact the Director for Academic Advising or designee, and adhere to deadlines stated in their suspension letter.",p0192 p0185 p0190 p0199 p0095,0.753 0.732 0.644 0.630 0.617
p0194,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",(no subsection),59,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.0947,4.6172,56,"In determining whether a student should be placed on academic warning, a grade of NC earned in a course, whether that course is offered only on the CR/NC basis or the student elects to take it on the CR/NC basis, is considered equivalent to a grade of F. (See also the section on CR/NC Grading system).",p0186 p0177 p0171 p0167 p0180,0.862 0.805 0.799 0.756 0.711
p0195,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",(no subsection),59,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.0605,4.8246,49,"For purposes of determining academic standing, incomplete work in a course indicated by a grade of I is considered equivalent to a grade of F until the I is resolved. (See section on Incomplete Coursework.) Grades in PE courses are not considered in determining academic warning, probation, or suspension.",p0186 p0167 p0200 p0194 p0191,0.835 0.616 0.599 0.596 0.576
p0196,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Warning,59,1,"Advanced Placement, Credit & Electives",AP & Electives,3.4975,4.453,47,"4. A single or more grade of F or NC (excluding PE courses) in a term 5. A second or more grade of D (D, D-, D+) over the student’s tenure at DKU 6. Failure to meet the term credit requirements (See section on Term Credit Requirements",p0187 p0166 p0183 p0167 p0182,0.767 0.739 0.677 0.664 0.646
p0197,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Probation,59,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.1808,5.1793,141,"At the end of each fall and spring term, a student must have both a term and a cumulative grade point average of at least 2.000. Failure to meet either of the two following standards will result in academic probation for the following fall or spring term: 1. Term grade-point average below 2.000 for any fall or spring term 2. Cumulative grade-point average falls below 2.000 at the end of any fall or spring term In a case where probation may be in question because of an incomplete grade, the student will be notified by the Office of the Registrar of the need to have the incomplete replaced by a satisfactory grade in order to avoid academic probation. That is, the satisfactory final grade must be sufficient to raise both the term and the cumulative grade-point averages to or above 2.000.",p0188 p0198 p0199 p0189 p0190,0.728 0.678 0.676 0.665 0.657
p0198,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Probation,60,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.1857,5.1374,144,"The probation status will be reflected on those academic records used for internal purposes only. Students placed on academic probation must acknowledge their probationary status in writing to the Office of Undergraduate Studies in order to continue at the University. They are also required to meet with the Director for Academic Advising or designee and are expected to seek assistance from campus resources, have their course selection approved by their advisors and meet periodically with a designated academic coach. They may not study away during the probation period. Students are expected to clear their probationary status during the term of probation. In order to do so, they must enroll in 16 credits (plus up to one PE credit), of which no more than 4 credits may be taken on a Credit/No Credit basis, and achieve term and cumulative grade-point averages of at least 2.000.",p0189 p0131 p0190 p0199 p0185,0.970 0.835 0.728 0.724 0.712
p0199,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Probation,60,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.1202,5.1481,98,"Probationary status cannot be cleared in a term in which students seek permission and are allowed to withdraw to an underload. In such cases, the probationary status continues through the next fall or spring term of enrollment. Students on probation, whether in a normal load or an underload, are required to achieve the minimum term and cumulative grade-point averages of at least 2.000. Students whose probationary status continues to a second term for reason of an underload must adhere to the conditions and standards previously outlined for clearing probation. Failure to do so will result in academic suspension.",p0190 p0131 p0198 p0185 p0188,0.930 0.785 0.724 0.719 0.713
p0200,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Suspension,60,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.1267,5.0847,100,"Students on academic probation must clear their probationary status as described above (see section on Academic Probation) in order to continue at Duke Kunshan University. For the purposes of clearing academic probation, incomplete work in any course is considered a failure to achieve satisfactory performance in that course. Therefore, where term continuation is in question, incomplete work in any course must be completed with a passing grade in time for final grades to be submitted to the Office of the University Registrar no later than the weekday preceding the first day of classes of the subsequent fall or spring term.",p0191 p0190 p0199 p0236 p0183,0.994 0.712 0.677 0.656 0.647
p0201,Part 6: Academic Procedures and Information,Changes in Status,Voluntary Withdrawal,61,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.0737,4.8378,188,"Students who wish to withdraw from the university must give official notification to the Office of Undergraduate Studies. Notification must be received prior to the beginning of classes in any term, or tuition and housing fee will be refunded only partially (See section on Refund in Part 5). For students withdrawing on their own initiative after the beginning of classes and up to the first day of the last two weeks of 7-week classes or of the last four weeks of 14-week classes in the fall or spring terms, a W is assigned in lieu of a regular grade for each course. After these dates, an F grade is recorded unless withdrawal is caused by an emergency beyond the control of the student, in which case a W is assigned by the University Registrar. Alternatively, students withdrawing for medical reasons during this period will have the option, upon obtaining the appropriate approvals from the instructor, to choose to receive the grade of I in one or more courses instead of the W grade. The student may then complete the course as described in the section on Incomplete Coursework.",p0126 p0137 p0205 p0181 p0091,0.828 0.813 0.779 0.692 0.692
p0202,Part 6: Academic Procedures and Information,Changes in Status,Voluntary Withdrawal,61,7,Institutional & Transfer Credit,Transfer Credit,2.3814,4.3763,66,Withdrawals from the university during a term or session will not be approved after the last day of classes. This also applies to courses offered in Summer terms. Students who withdraw from the intend to return to Duke Kunshan University are advised to take a Leave of Absence if possible. University may have to apply through the Admissions Office if they wish to return. Students who,p0203 p0204 p0120 p0122 p0116,0.850 0.777 0.755 0.705 0.695
p0203,Part 6: Academic Procedures and Information,Changes in Status,Involuntary Withdrawal,61,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.1076,4.8948,83,"Students may be involuntarily withdrawn for academic reasons or disciplinary reasons, as well as administratively. Refunding will follow that of voluntary withdrawal except under circumstances where students are withdrawn for disciplinary reasons. For students who are withdrawn for disciplinary reasons, no tuition or housing fee will be refunded. Students' withdrawal will be noted accordingly on the official academic record. Students who are involuntarily withdrawn are ineligible to undertake any coursework scheduled at Duke Kunshan University and may not enroll again in the future.",p0202 p0094 p0120 p0088 p0269,0.850 0.722 0.699 0.694 0.674
p0204,Part 6: Academic Procedures and Information,Changes in Status,Leave of Absence,61,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.1779,4.4651,144,"Students who wish to take time away from their studies but intend to return to Duke Kunshan University are advised to take a Leave of Absence if possible. Most leaves of absence are granted for two reasons: personal or medical. After finishing the first term of the first year, students in good standing may request a personal leave of absence for one or two terms by completing a leave of absence request form and submitting it to the Office of Undergraduate Studies prior to the first day of classes of the term in which the leave is granted. A personal leave of absence starts after one term ends and before the next term begins. A personal leave of absence is not granted for a term in which classes have begun, except in extreme cases such as family death or recent diagnosis of terminal illness.",p0202 p0122 p0210 p0206 p0205,0.777 0.706 0.703 0.698 0.698
p0205,Part 6: Academic Procedures and Information,Changes in Status,Leave of Absence,62,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,2.0331,4.7802,202,"A medical leave of absence with proper documentation may be granted at any time but with one restriction. Students requesting a medical leave of absence during a current term must file the leave of absence forms with the Office of Undergraduate Studies prior to the end of the last day of classes of that term. Students who request a medical leave of absence for a current term and submit their leave request prior to the last day of classes will be assigned W in lieu of a regular grade for each course. Students taking a medical leave of absence during the final four weeks of classes for 14week long courses and the final two weeks of classes for 7-week long courses will have the option, upon obtaining the appropriate approvals from the instructor, to choose to receive the grade of I in one or more courses instead of the W grade. The student may then complete the course as described in the section on Incomplete Coursework. In most cases, students electing to take a medical leave of absence will be expected to remain on medical leave of absence through the following fall or spring term. Refunding will follow that of voluntary withdrawal.",p0137 p0206 p0201 p0126 p0209,0.898 0.803 0.779 0.755 0.707
p0206,Part 6: Academic Procedures and Information,Changes in Status,Leave of Absence,62,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,1.9307,4.7488,64,"A medical leave of absence will not be retroactively granted for a term for which the last day of classes has already occurred. Students returning from a medical leave of absence, at the discretion of university officials, may not be allowed to participate in university programs such as, but not limited to, study abroad for the term immediately following their return to active status.",p0205 p0137 p0209 p0204 p0096,0.803 0.751 0.711 0.698 0.668
p0207,Part 6: Academic Procedures and Information,Changes in Status,Leave of Absence,62,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,1.921,4.7685,52,"Students called to military service can request a leave of absence as early as the first term in the first year. If the leave of absence starts from the first term in their freshmen year, students should first complete all the new student registration procedures before applying for a leave of absence.",p0205 p0209 p0204 p0206 p0258,0.641 0.640 0.621 0.618 0.574
p0208,Part 6: Academic Procedures and Information,Changes in Status,Leave of Absence,62,1,"Advanced Placement, Credit & Electives",AP & Electives,3.3263,3.7429,52,"A student may receive transfer credit for no more than two courses, up to a maximum of 8 credits, taken at another accredited four-year institution in the US or similarly accredited institution abroad and with a liberal arts and general education curriculum while on leave of absence for personal or medical reasons.",p0269 p0116 p0119 p0118 p0120,0.692 0.643 0.638 0.627 0.621
p0209,Part 6: Academic Procedures and Information,Changes in Status,Leave of Absence,62,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,1.9687,4.8696,198,"Return from any type of leave of absence, including suspension or an involuntary leave of absence, is contingent upon approval of a Return from Leave of Absence application. The deadlines to file such applications, including all supporting materials, are 5:00 p.m. May 1 (BJT) for Fall Term and 5:00 p.m. October 15 (BJT) for Spring Term. Late or incomplete applications will not be accepted. The University reserves the right to request necessary documentation and have conversations with appropriate parties, determined on a case-by-case basis, to confirm that the student is qualified and/or ready for return. Registration information will be provided by the university registrar to all students who are approved to return from a leave of absence. All returning students must register prior to the first day of classes for the term of intended enrollment. Students who are scheduled to return from leave of absence who fail to apply to return from leave of absence, extend their leave of absence, voluntarily withdraw from the university, or register for courses by the end of drop/add of the term they are expected back will be administratively withdrawn from the university and must apply for readmission if they wish to return.",p0124 p0094 p0206 p0205 p0095,0.753 0.721 0.711 0.707 0.699
p0210,Part 6: Academic Procedures and Information,Changes in Status,Leave of Absence,62,7,Institutional & Transfer Credit,Transfer Credit,2.789,3.9135,26,Students who undertake independent study under Duke Kunshan University supervision and for Duke Kunshan University credit are not on leave of absence even if studying elsewhere.,p0120 p0204 p0202 p0116 p0269,0.711 0.703 0.676 0.676 0.642
p0211,Part 6: Academic Procedures and Information,Changes in Status,Full-time and Part-time Degree Status,63,9,"Academic Standing, Leave & Withdrawal",Standing & Leave,3.6184,4.1823,137,"Candidates for degrees must enroll in a normal course load (i.e., at least 16 credits) each term unless they are eligible and have received permission from their academic advisor and the Dean of Undergraduate Studies or designee to be enrolled in fewer than 16 credits. Students who intend to change from full-time to part-time status must request permission from the Office of Undergraduate Studies. Except for extraordinary circumstances, such permission is given only to students for the final term of their senior year. Students must register their intention to be part-time prior to the first day of class of the term in which the part-time status is requested. Part-time students may register for no less than 4 credits and no more than 11 credits. Part-time students may be denied university housing. (See section on Progress toward Degree.)",p0143 p0129 p0183 p0138 p0133,0.680 0.666 0.626 0.600 0.581
p0212,Part 6: Academic Procedures and Information,Changes in Status,Undergraduate Status,63,7,Institutional & Transfer Credit,Transfer Credit,3.363,3.3454,83,"An undergraduate student admitted to Duke Kunshan University Undergraduate degree programs officially becomes a Duke Kunshan University undergraduate student at the point of matriculation and is accorded all the rights, privileges, and responsibilities of a Duke Kunshan University student at that time. When an undergraduate has completed all of the requirements of the bachelor’s degree and is no longer enrolled in coursework toward the degree, the student ceases to be a Duke Kunshan University undergraduate student in the strict sense of the word.",p0056 p0021 p0007 p0118 p0058,0.810 0.773 0.724 0.715 0.701
